,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
188935,553074,20775,DAISY NOTEBOOK ,2,2011-05-13,1.65,15529,United Kingdom
373971,569369,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-10-03,1.25,15105,United Kingdom
175391,551956,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2011-05-05,0.42,15021,United Kingdom
445253,574830,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-11-07,0.42,16053,United Kingdom
186982,552894,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-05-12,0.42,14606,United Kingdom
255858,559371,22692,DOORMAT WELCOME TO OUR HOME,2,2011-07-08,7.95,14264,United Kingdom
182416,552544,22383,LUNCH BAG SUKI DESIGN ,10,2011-05-10,1.65,13320,United Kingdom
139316,548312,22916,HERB MARKER THYME,2,2011-03-30,0.65,16059,United Kingdom
266126,560244,21832,CHOCOLATE CALCULATOR,3,2011-07-17,1.65,16931,United Kingdom
321363,565150,85230E,STRAWBRY SCENTED VOTIVE CANDLE,72,2011-09-01,0.21,14298,United Kingdom
214011,555562,23298,SPOTTY BUNTING,6,2011-06-05,4.95,17841,United Kingdom
28205,538630,22611,VINTAGE UNION JACK SHOPPING BAG,6,2010-12-13,4.95,14565,United Kingdom
205311,554789,22561,WOODEN SCHOOL COLOURING SET,48,2011-05-26,1.65,16966,United Kingdom
86929,543619,22986,GINGHAM ROSE WRAP,25,2011-02-10,0.42,16842,United Kingdom
31512,538992,22113,GREY HEART HOT WATER BOTTLE,6,2010-12-15,3.75,15950,United Kingdom
300790,563214,23309,SET OF 60 I LOVE LONDON CAKE CASES ,3,2011-08-14,0.55,16370,United Kingdom
444401,574728,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,2011-11-06,0.42,13719,United Kingdom
100994,544888,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-02-24,2.95,14231,United Kingdom
375614,569469,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-10-04,1.25,16360,United Kingdom
221831,556282,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-06-10,0.85,15679,United Kingdom
215662,555728,22631,CIRCUS PARADE LUNCH BOX ,1,2011-06-06,1.95,17252,United Kingdom
434250,574035,85231B,CINAMMON SET OF 9 T-LIGHTS,1,2011-11-02,0.85,14606,United Kingdom
472910,576771,21935,SUKI  SHOULDER BAG,10,2011-11-16,1.65,13285,United Kingdom
95561,544461,22025,RING OF ROSES BIRTHDAY CARD,12,2011-02-20,0.42,13744,United Kingdom
289674,562276,23200,JUMBO BAG PEARS,10,2011-08-04,2.08,17735,United Kingdom
195738,553739,21868,POTTING SHED TEA MUG,12,2011-05-19,1.25,14895,United Kingdom
538811,581415,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-12-08,1.25,13269,United Kingdom
33410,539252,10133,COLOURING PENCILS BROWN TUBE,20,2010-12-16,0.42,17744,United Kingdom
155615,550000,22084,PAPER CHAIN KIT EMPIRE,6,2011-04-14,2.95,17058,United Kingdom
512142,579510,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,12,2011-11-29,4.95,14554,United Kingdom
526791,580677,48187,DOORMAT NEW ENGLAND,1,2011-12-05,8.25,16200,United Kingdom
329761,565853,21519,GIN & TONIC DIET GREETING CARD ,12,2011-09-07,0.42,13756,United Kingdom
367956,568916,23025,DRAWER KNOB VINTAGE GLASS BALL,6,2011-09-29,2.08,15452,United Kingdom
215258,555651,22482,BLUE TEA TOWEL CLASSIC DESIGN,12,2011-06-06,1.25,17361,United Kingdom
472340,576686,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,25,2011-11-16,0.29,16916,United Kingdom
89966,543981,22437,SET OF 9 BLACK SKULL BALLOONS,20,2011-02-15,0.85,15358,United Kingdom
64907,541681,20726,LUNCH BAG WOODLAND,10,2011-01-20,1.65,13008,United Kingdom
402046,571461,22804,PINK HANGING HEART T-LIGHT HOLDER,1,2011-10-17,2.95,16932,United Kingdom
479420,577158,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-18,4.95,16293,United Kingdom
187697,553004,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,2011-05-12,1.65,17764,United Kingdom
443216,574695,22470,HEART OF WICKER LARGE,1,2011-11-06,2.95,17114,United Kingdom
237435,557858,47580,TEA TIME DES TEA COSY,1,2011-06-23,2.55,14159,United Kingdom
52299,540702,22348,TEA BAG PLATE RED RETROSPOT,12,2011-01-11,0.85,13491,United Kingdom
419914,572863,23265,SET OF 3 WOODEN TREE DECORATIONS,20,2011-10-26,1.25,17841,United Kingdom
108960,545573,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,2011-03-03,0.65,15393,United Kingdom
506995,579166,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-11-28,3.75,14290,United Kingdom
97731,544657,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-02-22,5.95,14895,United Kingdom
150690,549523,22669,RED BABY BUNTING ,1,2011-04-08,2.95,12748,United Kingdom
369571,569046,21818,GLITTER HEART DECORATION,36,2011-09-30,0.39,14422,United Kingdom
221810,556280,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-06-09,1.69,14584,United Kingdom
92551,544199,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-02-17,2.55,13777,United Kingdom
165008,550750,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-04-20,3.75,13632,United Kingdom
189523,553156,23298,SPOTTY BUNTING,2,2011-05-13,4.95,17841,United Kingdom
412921,572302,22152,PLACE SETTING WHITE STAR,10,2011-10-23,0.42,15427,United Kingdom
475408,576889,22339,CHRISTMAS TREE PAINTED ZINC ,5,2011-11-16,0.19,12748,United Kingdom
457106,575731,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-11-10,1.25,13230,United Kingdom
350610,567656,21947,SET OF 6 HEART CHOPSTICKS,1,2011-09-21,2.46,14096,United Kingdom
202738,554494,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-05-24,7.95,16327,United Kingdom
142800,548648,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-04-01,1.25,12949,United Kingdom
284626,561880,23093,SMALL PARISIENNE HEART PHOTO FRAME ,12,2011-07-31,2.49,13722,United Kingdom
298744,563035,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-08-11,2.95,17790,United Kingdom
204155,554637,21935,SUKI  SHOULDER BAG,20,2011-05-25,1.65,14688,United Kingdom
406840,571837,21828,EIGHT PIECE SNAKE  SET,2,2011-10-19,1.25,16470,United Kingdom
308491,564020,23288,GREEN VINTAGE SPOT BEAKER,8,2011-08-22,0.85,13971,United Kingdom
274290,560895,23134,LARGE ZINC HEART WALL ORGANISER,8,2011-07-21,7.05,13089,United Kingdom
180463,552320,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,2011-05-09,2.55,13985,United Kingdom
512809,579516,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,2011-11-29,1.25,17841,United Kingdom
196738,553860,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,2,2011-05-19,2.55,17841,United Kingdom
103203,545056,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-02-27,0.72,16745,United Kingdom
132220,547658,22892,SET OF SALT AND PEPPER TOADSTOOLS,4,2011-03-24,1.25,13736,United Kingdom
262212,559904,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-07-13,7.95,13149,United Kingdom
509958,579412,23084,RABBIT NIGHT LIGHT,6,2011-11-29,2.08,14125,United Kingdom
312604,564359,22974,CHILDRENS DOLLY GIRL MUG,4,2011-08-24,1.65,14056,United Kingdom
463560,576066,20983,12 PENCILS TALL TUBE RED RETROSPOT,1,2011-11-13,0.85,16898,United Kingdom
143273,548670,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-04-01,0.55,15356,United Kingdom
413328,572309,22639,SET OF 4 NAPKIN CHARMS HEARTS,1,2011-10-23,2.55,14432,United Kingdom
289757,562283,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,2011-08-04,0.39,15249,United Kingdom
59016,541268,22292,HANGING CHICK  YELLOW DECORATION,6,2011-01-17,1.45,12872,United Kingdom
353486,567805,23333,IVORY WICKER HEART MEDIUM,2,2011-09-22,1.25,12854,United Kingdom
194523,553654,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-05-18,1.06,13094,United Kingdom
174737,551846,23070,EDWARDIAN HEART PHOTO FRAME,4,2011-05-04,4.15,13047,United Kingdom
523083,580501,22865,HAND WARMER OWL DESIGN,2,2011-12-04,2.1,14546,United Kingdom
333059,566170,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-09-09,2.95,12879,United Kingdom
372394,569241,21889,WOODEN BOX OF DOMINOES,12,2011-10-03,1.25,14488,United Kingdom
187302,552961,23177,TREASURE ISLAND BOOK BOX,8,2011-05-12,2.25,15489,United Kingdom
337092,566427,23265,SET OF 3 WOODEN TREE DECORATIONS,3,2011-09-12,1.25,17433,United Kingdom
260310,559807,22993,SET OF 4 PANTRY JELLY MOULDS,3,2011-07-12,1.25,17841,United Kingdom
174423,551814,22877,NUMBER TILE COTTAGE GARDEN 9,8,2011-05-04,1.95,18065,United Kingdom
76825,542662,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-01-31,0.85,18145,United Kingdom
196424,553845,22727,ALARM CLOCK BAKELIKE RED ,8,2011-05-19,3.75,17675,United Kingdom
177836,552185,20727,LUNCH BAG  BLACK SKULL.,10,2011-05-06,1.65,12921,United Kingdom
100188,544808,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3,2011-02-23,2.1,14562,United Kingdom
226541,556811,21634,ASSORTED MINI MADRAS NOTEBOOK,24,2011-06-14,0.39,14997,United Kingdom
538962,581425,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2011-12-08,0.85,14796,United Kingdom
381053,569846,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-10-06,1.25,13422,United Kingdom
457023,575729,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2011-11-10,4.25,17932,United Kingdom
412660,572294,21880,RED RETROSPOT TAPE,12,2011-10-23,0.65,13471,United Kingdom
531043,580903,22668,PINK BABY BUNTING,1,2011-12-06,2.95,14606,United Kingdom
443917,574714,23306,SET OF 36 PANTRY PAPER DOILIES,2,2011-11-06,1.45,15427,United Kingdom
214806,555631,22917,HERB MARKER ROSEMARY,2,2011-06-06,0.65,18118,United Kingdom
281147,561514,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-07-27,1.45,14331,United Kingdom
211150,555347,22386,JUMBO BAG PINK POLKADOT,10,2011-06-02,2.08,14389,United Kingdom
138262,548192,84465,15 PINK FLUFFY CHICKS IN BOX,1,2011-03-29,2.95,17364,United Kingdom
469842,576611,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,1,2011-11-15,3.75,17357,United Kingdom
454721,575602,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2011-11-10,0.42,17059,United Kingdom
382818,569962,23426,METAL SIGN DROP YOUR PANTS,12,2011-10-06,2.89,13993,United Kingdom
360948,568319,22766,PHOTO FRAME CORNICE,6,2011-09-26,2.95,17389,United Kingdom
160568,550464,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,2011-04-18,1.95,16550,United Kingdom
166197,550901,22215,CAKE STAND WHITE TWO TIER LACE,2,2011-04-21,8.5,13389,United Kingdom
143600,548708,22970,LONDON BUS COFFEE MUG,6,2011-04-03,2.55,13269,United Kingdom
478879,577108,23493,VINTAGE DOILY TRAVEL SEWING KIT,4,2011-11-17,1.95,15983,United Kingdom
131423,547562,85099B,JUMBO BAG RED RETROSPOT,200,2011-03-24,1.65,16525,United Kingdom
517366,580054,84581,DOG TOY WITH PINK CROCHET SKIRT,2,2011-12-01,3.75,18122,United Kingdom
90652,544059,21889,WOODEN BOX OF DOMINOES,2,2011-02-15,1.25,14534,United Kingdom
476471,577022,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6,2011-11-17,0.29,13668,United Kingdom
120713,546670,84459B,YELLOW METAL CHICKEN HEART ,3,2011-03-15,1.49,13451,United Kingdom
230031,557117,22925,BLUE GIANT GARDEN THERMOMETER,2,2011-06-16,5.95,14849,United Kingdom
467156,576339,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,4,2011-11-14,1.63,14096,United Kingdom
385455,570197,21028,NINJA RABBIT BLACK,3,2011-10-07,1.25,13755,United Kingdom
401427,571441,21096,SET/6 FRUIT SALAD  PAPER PLATES,1,2011-10-17,0.83,14096,United Kingdom
71359,542121,22676,FRENCH BLUE METAL DOOR SIGN 1,6,2011-01-25,1.25,17515,United Kingdom
538572,581410,23681,LUNCH BAG RED VINTAGE DOILY,20,2011-12-08,1.65,13098,United Kingdom
457988,575753,22995,TRAVEL CARD WALLET SUKI,1,2011-11-11,0.42,17841,United Kingdom
516718,579943,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-12-01,1.25,13040,United Kingdom
236580,557763,20727,LUNCH BAG  BLACK SKULL.,10,2011-06-22,1.65,17669,United Kingdom
449002,575076,23332,IVORY WICKER HEART LARGE,12,2011-11-08,1.65,16639,United Kingdom
516689,579941,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-12-01,1.69,16496,United Kingdom
451978,575303,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-11-09,2.08,12893,United Kingdom
92127,544177,22367,CHILDRENS APRON SPACEBOY DESIGN,10,2011-02-16,1.95,13001,United Kingdom
305354,563686,23208,LUNCH BAG VINTAGE LEAF DESIGN,30,2011-08-18,1.65,13098,United Kingdom
520462,580286,22727,ALARM CLOCK BAKELIKE RED ,4,2011-12-02,3.75,17611,United Kingdom
156252,550129,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-04-14,5.45,13001,United Kingdom
493995,578256,23300,GARDENERS KNEELING PAD CUP OF TEA ,48,2011-11-23,1.45,17809,United Kingdom
232207,557309,22550,HOLIDAY FUN LUDO,8,2011-06-19,3.75,16493,United Kingdom
463223,576055,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-11-13,2.1,15449,United Kingdom
228118,556916,21494,ROTATING LEAVES T-LIGHT HOLDER,3,2011-06-15,1.25,16898,United Kingdom
180222,552310,22381,TOY TIDY PINK POLKADOT,2,2011-05-08,2.1,17323,United Kingdom
103072,545053,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-02-27,4.95,17516,United Kingdom
230768,557217,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-06-17,2.95,17426,United Kingdom
155279,549981,22548,HEADS AND TAILS SPORTING FUN,2,2011-04-13,1.25,16348,United Kingdom
152068,549577,22029,SPACEBOY BIRTHDAY CARD,12,2011-04-11,0.42,14286,United Kingdom
506659,579147,21877,HOME SWEET HOME MUG,2,2011-11-28,1.65,13263,United Kingdom
81015,543106,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-02-03,3.75,15658,United Kingdom
93616,544303,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2011-02-17,1.25,18116,United Kingdom
229554,557064,22994,TRAVEL CARD WALLET RETROSPOT,2,2011-06-16,0.42,13263,United Kingdom
194831,553672,23173,REGENCY TEAPOT ROSES ,2,2011-05-18,9.95,15811,United Kingdom
39597,539654,21479,WHITE SKULL HOT WATER BOTTLE ,12,2010-12-20,3.75,17340,United Kingdom
360683,568245,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-09-26,7.5,13867,United Kingdom
385816,570217,23203,JUMBO BAG VINTAGE DOILY ,4,2011-10-09,2.08,17323,United Kingdom
397908,571214,23356,LOVE HOT WATER BOTTLE,2,2011-10-14,5.95,14390,United Kingdom
298560,563023,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-08-11,1.69,14639,United Kingdom
520794,580301,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-12-02,2.89,15271,United Kingdom
418542,572732,21504,SKULLS GREETING CARD,24,2011-10-25,0.42,18079,United Kingdom
84743,543447,22961,JAM MAKING SET PRINTED,12,2011-02-08,1.45,16265,United Kingdom
135242,547887,21385,IVORY HANGING DECORATION  HEART,24,2011-03-28,0.85,16245,United Kingdom
462173,575964,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-11-13,2.95,15021,United Kingdom
373832,569363,22294,HEART FILIGREE DOVE  SMALL,48,2011-10-03,1.25,13297,United Kingdom
134677,547862,22248,DECORATION  PINK CHICK MAGIC GARDEN,4,2011-03-27,0.85,12841,United Kingdom
350082,567612,22617,BAKING SET SPACEBOY DESIGN,3,2011-09-21,4.95,17164,United Kingdom
254475,559317,21794,CLASSIC FRENCH STYLE BASKET NATURAL,4,2011-07-07,3.95,17611,United Kingdom
506627,579147,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,15,2011-11-28,0.29,13263,United Kingdom
444042,574719,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,2011-11-06,1.65,14511,United Kingdom
505570,579091,23581,JUMBO BAG PAISLEY PARK,10,2011-11-28,2.08,14893,United Kingdom
488528,577833,22488,NATURAL SLATE RECTANGLE CHALKBOARD,6,2011-11-22,1.65,17315,United Kingdom
414689,572475,22158,3 HEARTS HANGING DECORATION RUSTIC,4,2011-10-24,2.95,15271,United Kingdom
42275,539978,21773,DECORATIVE ROSE BATHROOM BOTTLE,24,2010-12-23,0.42,13165,United Kingdom
422145,573066,23188,VINTAGE  2 METRE FOLDING RULER,3,2011-10-27,1.65,16026,United Kingdom
252378,559112,22457,NATURAL SLATE HEART CHALKBOARD ,4,2011-07-06,2.95,17315,United Kingdom
52601,540803,21467,CHERRY CROCHET FOOD COVER,1,2011-01-11,3.75,14669,United Kingdom
350128,567613,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-09-21,1.45,13908,United Kingdom
281778,561600,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,2011-07-28,0.85,15861,United Kingdom
224693,556571,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-06-13,1.65,13018,United Kingdom
533839,581118,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-12-07,2.95,15136,United Kingdom
331297,566008,20615,BLUE POLKADOT PASSPORT COVER,2,2011-09-08,0.75,16426,United Kingdom
145123,548868,21658,GLASS  BEURRE DISH,4,2011-04-04,3.95,13015,United Kingdom
376254,569521,84706F,RED PEONY TABLE CLOCK,2,2011-10-04,2.95,16474,United Kingdom
202355,554382,21725,SWEETIES  STICKERS,2,2011-05-24,0.85,17365,United Kingdom
201294,554278,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2011-05-23,3.95,13831,United Kingdom
69775,541985,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,2011-01-24,3.25,15052,United Kingdom
138075,548188,21165,BEWARE OF THE CAT METAL SIGN ,4,2011-03-29,1.69,13263,United Kingdom
121817,546784,46000S,POLYESTER FILLER PAD 40x40cm,12,2011-03-17,1.45,18189,United Kingdom
335937,566296,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-09-11,1.25,17841,United Kingdom
400363,571307,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-10-17,1.25,14443,United Kingdom
37553,539470,22891,TEA FOR ONE POLKADOT,1,2010-12-19,4.25,14472,United Kingdom
214746,555626,23052,RECYCLED ACAPULCO MAT TURQUOISE,6,2011-06-06,8.25,16103,United Kingdom
270733,560580,22569,FELTCRAFT CUSHION BUTTERFLY,24,2011-07-19,3.39,14088,United Kingdom
157057,550189,21476,STEEL SWEETHEART ROUND TABLE CREAM,3,2011-04-14,14.95,13230,United Kingdom
96815,544586,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,2011-02-21,1.95,17338,United Kingdom
95133,544445,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-02-20,1.25,16746,United Kingdom
33422,539254,22557,PLASTERS IN TIN VINTAGE PAISLEY ,24,2010-12-16,1.65,13199,United Kingdom
453519,575482,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,2011-11-09,12.75,15916,United Kingdom
340069,566605,22112,CHOCOLATE HOT WATER BOTTLE,1,2011-09-13,4.95,13263,United Kingdom
492462,578120,22419,LIPSTICK PEN RED,12,2011-11-23,0.42,14493,United Kingdom
315363,564727,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-08-28,1.65,16686,United Kingdom
166566,550941,21770,OPEN CLOSED METAL SIGN,1,2011-04-21,4.95,17109,United Kingdom
232276,557311,21618,4 WILDFLOWER BOTANICAL CANDLES,2,2011-06-19,3.75,15700,United Kingdom
202213,554372,23175,REGENCY MILK JUG PINK ,4,2011-05-24,3.25,13842,United Kingdom
197795,553935,22983,CARD BILLBOARD FONT,12,2011-05-20,0.42,15856,United Kingdom
231741,557279,23252,VINTAGE RED ENAMEL TRIM JUG ,2,2011-06-19,3.75,18077,United Kingdom
106841,545346,48185,DOORMAT FAIRY CAKE,2,2011-03-02,7.95,12834,United Kingdom
380136,569732,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,2011-10-06,3.75,13177,United Kingdom
202872,554506,72800B, 4 PURPLE FLOCK DINNER CANDLES,2,2011-05-24,2.55,14083,United Kingdom
331553,566018,20727,LUNCH BAG  BLACK SKULL.,4,2011-09-08,1.65,13137,United Kingdom
346945,567213,22639,SET OF 4 NAPKIN CHARMS HEARTS,3,2011-09-19,2.55,14684,United Kingdom
256148,559459,82613D,METAL SIGN CUPCAKE SINGLE HOOK,2,2011-07-08,1.25,15311,United Kingdom
462011,575959,21809,CHRISTMAS HANGING TREE WITH BELL,6,2011-11-13,0.39,14547,United Kingdom
176125,551996,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-05-05,3.25,16628,United Kingdom
261640,559878,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-07-13,2.1,15493,United Kingdom
83361,543300,22189,CREAM HEART CARD HOLDER,6,2011-02-07,3.95,13334,United Kingdom
203879,554570,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-05-25,5.95,13728,United Kingdom
223816,556492,84970S,HANGING HEART ZINC T-LIGHT HOLDER,96,2011-06-12,0.85,15939,United Kingdom
80214,543025,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-02-02,0.55,17446,United Kingdom
155251,549981,22515,CHILDS GARDEN SPADE PINK,1,2011-04-13,2.1,16348,United Kingdom
102762,545036,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-02-25,2.95,14573,United Kingdom
94250,544339,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-02-18,0.85,15228,United Kingdom
510008,579413,23319,BOX OF 6 MINI 50'S CRACKERS,2,2011-11-29,2.49,13668,United Kingdom
226052,556777,22784,LANTERN CREAM GAZEBO ,3,2011-06-14,4.95,14426,United Kingdom
440609,574544,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-11-04,0.42,17084,United Kingdom
113915,546003,22567,20 DOLLY PEGS RETROSPOT,3,2011-03-08,1.25,16712,United Kingdom
390071,570494,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2011-10-11,4.25,14051,United Kingdom
385969,570223,22572,ROCKING HORSE GREEN CHRISTMAS ,3,2011-10-09,0.85,15787,United Kingdom
445029,574749,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2011-11-07,0.85,15150,United Kingdom
58280,541223,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-14,2.95,17954,United Kingdom
489249,578004,22632,HAND WARMER RED RETROSPOT,1,2011-11-22,2.1,17155,United Kingdom
525822,580639,22779,WOODEN OWLS LIGHT GARLAND ,1,2011-12-05,4.25,17254,United Kingdom
492723,578147,21916,SET 12 RETRO WHITE CHALK STICKS,2,2011-11-23,0.42,12748,United Kingdom
325641,565447,21213,PACK OF 72 SKULL CAKE CASES,24,2011-09-04,0.55,14107,United Kingdom
116722,546305,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-03-10,8.25,14056,United Kingdom
130375,547488,84991,60 TEATIME FAIRY CAKE CASES,6,2011-03-23,0.55,13821,United Kingdom
44376,540169,22187,GREEN CHRISTMAS TREE CARD HOLDER,1,2011-01-05,4.25,14527,United Kingdom
452815,575392,22572,ROCKING HORSE GREEN CHRISTMAS ,12,2011-11-09,0.85,14234,United Kingdom
75643,542607,22196,SMALL HEART MEASURING SPOONS,3,2011-01-30,0.85,13148,United Kingdom
81480,543161,22560,TRADITIONAL MODELLING CLAY,24,2011-02-03,1.25,14497,United Kingdom
376219,569518,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2011-10-04,2.95,13263,United Kingdom
156970,550183,22974,CHILDRENS DOLLY GIRL MUG,6,2011-04-14,1.65,14105,United Kingdom
151974,549573,90003D,CRYSTAL PAIR HEART HAIR SLIDES,2,2011-04-10,3.75,14504,United Kingdom
112135,545872,20765,CHRYSANTHEMUM SKETCHBOOK ,2,2011-03-07,3.75,15752,United Kingdom
325263,565434,21213,PACK OF 72 SKULL CAKE CASES,5,2011-09-04,0.55,12867,United Kingdom
141985,548533,21278,VINTAGE KITCHEN PRINT PUDDINGS,6,2011-03-31,2.55,13883,United Kingdom
116664,546275,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-03-10,2.55,13126,United Kingdom
476819,577034,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-11-17,1.25,12847,United Kingdom
208666,555127,22037,ROBOT BIRTHDAY CARD,12,2011-05-31,0.42,15241,United Kingdom
402978,571511,21693,SMALL HAMMERED SILVER CANDLEPOT ,6,2011-10-17,2.95,15598,United Kingdom
489549,578018,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,12,2011-11-22,1.25,15311,United Kingdom
104184,545153,22431,WATERING CAN BLUE ELEPHANT,1,2011-02-28,1.95,16667,United Kingdom
205500,554814,23099,FRENCH CARRIAGE LANTERN,4,2011-05-26,6.65,16609,United Kingdom
139463,548319,84968A,SET OF 16 VINTAGE ROSE CUTLERY,2,2011-03-30,12.75,14180,United Kingdom
378843,569669,23187,FRENCH STYLE STORAGE JAR BONBONS,2,2011-10-05,0.29,14730,United Kingdom
513894,579623,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-11-30,4.15,16062,United Kingdom
380723,569833,22391,PAPERWEIGHT HOME SWEET HOME,6,2011-10-06,2.55,15306,United Kingdom
176988,552039,20725,LUNCH BAG RED RETROSPOT,20,2011-05-06,1.65,13081,United Kingdom
328628,565795,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-09-07,1.25,17481,United Kingdom
82765,543252,22804,CANDLEHOLDER PINK HANGING HEART,6,2011-02-04,2.95,17685,United Kingdom
289747,562283,23207,LUNCH BAG ALPHABET DESIGN,10,2011-08-04,1.65,15249,United Kingdom
321349,565150,23156,SET OF 5 MINI GROCERY MAGNETS,24,2011-09-01,1.85,14298,United Kingdom
510278,579443,23503,PLAYING CARDS KEEP CALM & CARRY ON,3,2011-11-29,1.25,16479,United Kingdom
250324,559018,20793,BLUE TILED TRAY,1,2011-07-05,6.75,18203,United Kingdom
512855,579516,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,7,2011-11-29,2.1,17841,United Kingdom
215198,555649,22586,FELTCRAFT HAIRBAND PINK AND BLUE,12,2011-06-06,0.85,15386,United Kingdom
424936,573291,22784,LANTERN CREAM GAZEBO ,3,2011-10-28,4.95,16554,United Kingdom
494709,578270,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,3,2011-11-23,8.29,14096,United Kingdom
304024,563557,23092,LARGE ANTIQUE WHITE PHOTO FRAME,4,2011-08-17,7.9,15786,United Kingdom
